,FULL.PART.NUMBER,Below.Status,Above.Comp,Website.Name,FULL.PART..NO.STRING,Part.Position,DIV,Division,Water.Filters,Revenue.Generated,X..of.Revenue,Parts.Sold,Purchase.Price..USD.,PartsDirect.Prc,Delta,Position,Website.Manufacturer.Name,Stock.Status,Shipping..USD.,Box.Type
1,022-363-WD15X10014,#N/A,#N/A,Partselect,022363WD15X10014,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,043.00 ",0.00%,175,$18.79 ,$18.55 ,-1.29%,At Competition,GE,STOCK,Zip Required,RETAIL
2,022-363-WD28X10049,#N/A,#N/A,Partselect,022363WD28X10049,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,343.80 ",0.00%,40,$90.96 ,$89.41 ,-1.73%,At Competition,GE,STOCK,Zip Required,RETAIL
3,022-363-WD28X10324,#N/A,#N/A,Dey Distributing,022363WD28X10324,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,859.09 ",0.00%,41,$109.20 ,$110.90 ,1.53%,At Competition,GE,STOCK,Zip Required,RETAIL
4,022-364-WB04T10001,#N/A,#N/A,Partselect,022364WB04T10001,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,767.97 ",0.00%,72,$56.18 ,$56.72 ,0.95%,At Competition,GE,STOCK,Zip Required,RETAIL
5,022-364-WB07X10525,#N/A,#N/A,Partstore,022364WB07X10525,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,914.06 ",0.00%,60,$85.13 ,$87.01 ,2.16%,At Competition,GE,STOCK,Zip Required,RETAIL
6,022-364-WB07X10968,#N/A,#N/A,AppliancePartsPros,022364WB07X10968,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,190.11 ",0.00%,61,$56.35 ,$57.61 ,2.19%,At Competition,GE,STOCK,Zip Required,RETAIL
7,022-364-WB13K10003,#N/A,#N/A,AppliancePartsPros,022364WB13K10003,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,326.59 ",0.00%,86,$44.72 ,$44.75 ,0.07%,At Competition,GE,STOCK,Zip Required,RETAIL
8,022-364-WB13K10003,#N/A,#N/A,Dey Distributing,022364WB13K10003,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,326.59 ",0.00%,86,$44.40 ,$44.75 ,0.78%,At Competition,GE,STOCK,Zip Required,RETAIL
9,022-364-WB13T10001,#N/A,#N/A,AppliancePartsPros,022364WB13T10001,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,913.29 ",0.00%,68,$63.22 ,$64.31 ,1.69%,At Competition,GE,STOCK,Zip Required,RETAIL
10,022-364-WB13T10001,#N/A,#N/A,Partselect,022364WB13T10001,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,913.29 ",0.00%,68,$64.93 ,$64.31 ,-0.96%,At Competition,GE,STOCK,Zip Required,RETAIL
11,022-364-WB15X322,#N/A,#N/A,Appliance Zone,022364WB15X322,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$6,027.90 ",0.00%,76,$88.66 ,$86.88 ,-2.05%,At Competition,GE,STOCK,6.95,RETAIL
12,022-364-WB15X322,#N/A,#N/A,Partstore,022364WB15X322,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$6,027.90 ",0.00%,76,$85.28 ,$86.88 ,1.84%,At Competition,GE,STOCK,Zip Required,RETAIL
13,022-364-WB19K10044,#N/A,#N/A,AppliancePartsPros,022364WB19K10044,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$5,843.18 ",0.00%,74,$84.48 ,$84.15 ,-0.39%,At Competition,GE,STOCK,Zip Required,RETAIL
14,022-364-WB19X265,#N/A,#N/A,Appliance Zone,022364WB19X265,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,785.15 ",0.00%,12,$405.50 ,$414.74 ,2.23%,At Competition,GE,STOCK,6.95,RETAIL
15,022-364-WB23M24,#N/A,#N/A,Appliance Zone,022364WB23M24,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$5,513.10 ",0.00%,86,$59.44 ,$60.74 ,2.14%,At Competition,GE,STOCK,6.95,RETAIL
16,022-364-WB23M24,#N/A,#N/A,Dey Distributing,022364WB23M24,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$5,513.10 ",0.00%,86,$62.25 ,$60.74 ,-2.49%,At Competition,GE,STOCK,Zip Required,RETAIL
17,022-364-WB23M24,#N/A,#N/A,Easyapplianceparts,022364WB23M24,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$5,513.10 ",0.00%,86,$59.85 ,$60.74 ,1.47%,At Competition,GE,STOCK,Zip Required,RETAIL
18,022-364-WB23X5340,#N/A,#N/A,eReplacement Parts,022364WB23X5340,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,048.01 ",0.00%,45,$100.59 ,$99.87 ,-0.72%,At Competition,GE,OOS,Zip Required,RETAIL
19,022-364-WB27T10298,#N/A,#N/A,Appliance Zone,022364WB27T10298,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,725.06 ",0.00%,24,$202.01 ,$207.05 ,2.43%,At Competition,GE,STOCK,6.95,RETAIL
20,022-364-WB29K10006,#N/A,#N/A,eReplacement Parts,022364WB29K10006,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,707.18 ",0.00%,68,$57.02 ,$57.82 ,1.38%,At Competition,GE,OOS,Zip Required,RETAIL
21,022-364-WB29K10006,#N/A,#N/A,Partselect,022364WB29K10006,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,707.18 ",0.00%,68,$57.02 ,$57.82 ,1.38%,At Competition,GE,STOCK,Zip Required,RETAIL
22,022-364-WB2X9146,#N/A,#N/A,Partselect,022364WB2X9146,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,144.53 ",0.00%,171,$28.20 ,$27.52 ,-2.47%,At Competition,GE,STOCK,Zip Required,RETAIL
23,022-364-WB30X260,#N/A,#N/A,Appliance Zone,022364WB30X260,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,720.16 ",0.00%,43,$116.80 ,$118.03 ,1.04%,At Competition,GE,STOCK,6.95,RETAIL
24,022-364-WB30X260,#N/A,#N/A,Dey Distributing,022364WB30X260,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,720.16 ",0.00%,43,$118.20 ,$118.03 ,-0.14%,At Competition,GE,STOCK,Zip Required,RETAIL
25,022-364-WB31X10007,#N/A,#N/A,Partstore,022364WB31X10007,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,415.55 ",0.00%,31,$152.00 ,$155.11 ,2.01%,At Competition,GE,STOCK,Zip Required,RETAIL
26,022-364-WB36T10541,#N/A,#N/A,Appliance Zone,022364WB36T10541,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$5,220.54 ",0.00%,17,$315.76 ,$322.58 ,2.11%,At Competition,GE,STOCK,6.95,RETAIL
27,022-364-WB36T10606,#N/A,#N/A,Appliance Zone,022364WB36T10606,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,084.70 ",0.00%,10,$323.96 ,$324.27 ,0.10%,At Competition,GE,STOCK,6.95,RETAIL
28,022-364-WB44K5017,#N/A,#N/A,Appliance Zone,022364WB44K5017,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,714.56 ",0.00%,42,$92.63 ,$94.38 ,1.85%,At Competition,GE,STOCK,6.95,RETAIL
29,022-364-WB44T10005,#N/A,#N/A,AppliancePartsPros,022364WB44T10005,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$5,200.48 ",0.00%,70,$78.33 ,$79.65 ,1.66%,At Competition,GE,STOCK,Zip Required,RETAIL
30,022-364-WB44X10016,#N/A,#N/A,Partselect,022364WB44X10016,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$5,421.07 ",0.00%,110,$54.46 ,$55.35 ,1.61%,At Competition,GE,STOCK,Zip Required,RETAIL
31,022-364-WB53K35,#N/A,#N/A,Appliance Zone,022364WB53K35,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,945.10 ",0.00%,62,$81.28 ,$83.03 ,2.11%,At Competition,GE,STOCK,6.95,RETAIL
32,022-364-WB56T10028,#N/A,#N/A,Appliance Zone,022364WB56T10028,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,417.03 ",0.00%,38,$99.98 ,$97.95 ,-2.07%,At Competition,GE,STOCK,6.95,RETAIL
33,022-364-WB56T10187,#N/A,#N/A,AppliancePartsPros,022364WB56T10187,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,340.53 ",0.00%,70,$61.10 ,$61.55 ,0.73%,At Competition,GE,STOCK,Zip Required,RETAIL
34,022-364-WB62T10001,#N/A,#N/A,Appliance Zone,022364WB62T10001,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,525.75 ",0.00%,7,$542.35 ,$544.35 ,0.37%,At Competition,GE,STOCK,6.95,RETAIL
35,022-364-WB62T10355,#N/A,#N/A,Appliance Zone,022364WB62T10355,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,188.68 ",0.00%,6,$745.59 ,$739.19 ,-0.87%,At Competition,GE,STOCK,6.95,RETAIL
36,026-363-WE19M1656,#N/A,#N/A,AppliancePartsPros,026363WE19M1656,C. Top 5k - 10k,26,Laundry Appliances,,"$5,089.08 ",0.00%,33,$162.98 ,$162.49 ,-0.30%,At Competition,GE,STOCK,Zip Required,RETAIL
37,026-363-WE21X10015,#N/A,#N/A,AppliancePartsPros,026363WE21X10015,C. Top 5k - 10k,26,Laundry Appliances,,"$3,085.29 ",0.00%,11,$298.96 ,$295.24 ,-1.26%,At Competition,GE,STOCK,Zip Required,RETAIL
38,026-363-WE4M353,#N/A,#N/A,AppliancePartsPros,026363WE4M353,C. Top 5k - 10k,26,Laundry Appliances,,"$3,142.65 ",0.00%,67,$51.71 ,$52.48 ,1.47%,At Competition,GE,STOCK,Zip Required,RETAIL
39,026-363-WH01X10343,#N/A,#N/A,AppliancePartsPros,026363WH01X10343,C. Top 5k - 10k,26,Laundry Appliances,,"$5,076.82 ",0.00%,149,$35.21 ,$35.83 ,1.73%,At Competition,GE,STOCK,Zip Required,RETAIL
40,026-363-WH12X10246,#N/A,#N/A,AppliancePartsPros,026363WH12X10246,C. Top 5k - 10k,26,Laundry Appliances,,"$3,081.15 ",0.00%,9,$612.78 ,$605.17 ,-1.26%,At Competition,GE,STOCK,Zip Required,RETAIL
41,026-363-WH12X10297,#N/A,#N/A,Appliance Zone,026363WH12X10297,C. Top 5k - 10k,26,Laundry Appliances,,"$4,957.59 ",0.00%,42,$123.20 ,$124.94 ,1.39%,At Competition,GE,STOCK,6.95,RETAIL
42,026-363-WH12X10404,#N/A,#N/A,X Marketplace Pandoras OEM Appliance Parts,026363WH12X10404,C. Top 5k - 10k,26,Laundry Appliances,,"$5,173.67 ",0.00%,60,$104.00 ,$106.32 ,2.18%,At Competition,GE,STOCK,Zip Required,RETAIL
43,026-363-WH13X10048,#N/A,#N/A,Partstore,026363WH13X10048,C. Top 5k - 10k,26,Laundry Appliances,,"$3,354.68 ",0.00%,100,$37.63 ,$37.14 ,-1.32%,At Competition,GE,STOCK,Zip Required,RETAIL
44,046-363-WR17X10846,#N/A,#N/A,AppliancePartsPros,046363WR17X10846,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,439.35 ",0.00%,75,$50.99 ,$50.39 ,-1.19%,At Competition,GE,STOCK,Zip Required,RETAIL
45,046-363-WR17X2769,#N/A,#N/A,Appliance Zone,046363WR17X2769,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$5,659.96 ",0.00%,261,$26.00 ,$26.46 ,1.74%,At Competition,GE,STOCK,6.95,RETAIL
46,046-363-WR17X2769,#N/A,#N/A,Partstore,046363WR17X2769,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$5,659.96 ",0.00%,261,$25.90 ,$26.46 ,2.12%,At Competition,GE,STOCK,Zip Required,RETAIL
47,046-363-WR24X449,#N/A,#N/A,Partselect,046363WR24X449,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$5,041.72 ",0.00%,55,$102.62 ,$101.88 ,-0.73%,At Competition,GE,STOCK,Zip Required,RETAIL
48,046-363-WR24X526,#N/A,#N/A,AppliancePartsPros,046363WR24X526,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,429.67 ",0.00%,39,$96.98 ,$95.69 ,-1.35%,At Competition,GE,STOCK,Zip Required,RETAIL
49,046-363-WR24X526,#N/A,#N/A,PC Appliance Repair,046363WR24X526,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,429.67 ",0.00%,39,$94.20 ,$95.69 ,1.56%,At Competition,GE,STOCK,Zip Required,RETAIL
50,046-363-WR24X528,#N/A,#N/A,Appliance Zone,046363WR24X528,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,149.19 ",0.00%,41,$105.19 ,$103.67 ,-1.47%,At Competition,GE,STOCK,6.95,RETAIL
51,046-363-WR2X7491,#N/A,#N/A,Dey Distributing,046363WR2X7491,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,175.87 ",0.00%,432,$7.88 ,$7.91 ,0.38%,At Competition,GE,STOCK,Zip Required,RETAIL
52,046-363-WR2X7975,#N/A,#N/A,Partstore,046363WR2X7975,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,723.32 ",0.00%,330,$16.39 ,$16.07 ,-1.99%,At Competition,GE,STOCK,Zip Required,RETAIL
53,046-363-WR2X8345,#N/A,#N/A,Dey Distributing,046363WR2X8345,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$5,556.99 ",0.00%,410,$15.46 ,$15.63 ,1.09%,At Competition,GE,STOCK,Zip Required,RETAIL
54,046-363-WR2X8345,#N/A,#N/A,Partstore,046363WR2X8345,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$5,556.99 ",0.00%,410,$15.65 ,$15.63 ,-0.13%,At Competition,GE,STOCK,Zip Required,RETAIL
55,046-363-WR30X10104,#N/A,#N/A,M&D Mower and Appliance,046363WR30X10104,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,781.88 ",0.00%,29,$197.72 ,$199.58 ,0.93%,At Competition,GE,STOCK,Zip Required,RETAIL
56,046-363-WR30X256,#N/A,#N/A,M&D Mower and Appliance,046363WR30X256,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,484.42 ",0.00%,68,$59.34 ,$59.20 ,-0.24%,At Competition,GE,STOCK,Zip Required,RETAIL
57,046-363-WR30X256,#N/A,#N/A,Partselect,046363WR30X256,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,484.42 ",0.00%,68,$58.52 ,$59.20 ,1.15%,At Competition,GE,STOCK,Zip Required,RETAIL
58,046-363-WR30X257,#N/A,#N/A,Appliance Zone,046363WR30X257,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$5,894.19 ",0.00%,110,$58.92 ,$59.66 ,1.24%,At Competition,GE,STOCK,6.95,RETAIL
59,046-363-WR32X10249,#N/A,#N/A,Appliance Zone,046363WR32X10249,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,369.31 ",0.00%,60,$63.62 ,$63.88 ,0.41%,At Competition,GE,STOCK,6.95,RETAIL
60,046-363-WR32X10249,#N/A,#N/A,AppliancePartsPros,046363WR32X10249,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,369.31 ",0.00%,60,$64.30 ,$63.88 ,-0.66%,At Competition,GE,STOCK,Zip Required,RETAIL
61,046-363-WR32X10463,#N/A,#N/A,Appliance Zone,046363WR32X10463,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,830.95 ",0.00%,25,$203.03 ,$198.18 ,-2.45%,At Competition,GE,STOCK,6.95,RETAIL
62,046-363-WR32X10465,#N/A,#N/A,Appliance Zone,046363WR32X10465,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,566.24 ",0.00%,47,$103.46 ,$103.32 ,-0.14%,At Competition,GE,STOCK,6.95,RETAIL
63,046-363-WR32X10482,#N/A,#N/A,AppliancePartsPros,046363WR32X10482,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,729.13 ",0.00%,63,$64.18 ,$64.89 ,1.09%,At Competition,GE,STOCK,Zip Required,RETAIL
64,046-363-WR32X10500,#N/A,#N/A,Appliance Zone,046363WR32X10500,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,643.13 ",0.00%,54,$88.48 ,$89.94 ,1.62%,At Competition,GE,STOCK,6.95,RETAIL
65,046-363-WR32X10500,#N/A,#N/A,AppliancePartsPros,046363WR32X10500,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,643.13 ",0.00%,54,$91.03 ,$89.94 ,-1.21%,At Competition,GE,OOS,Zip Required,RETAIL
66,046-363-WR32X1492,#N/A,#N/A,AppliancePartsPros,046363WR32X1492,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,624.50 ",0.00%,47,$101.62 ,$99.89 ,-1.73%,At Competition,GE,STOCK,Zip Required,RETAIL
67,046-363-WR50X122,#N/A,#N/A,Partstore,046363WR50X122,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,455.63 ",0.00%,222,$21.93 ,$21.74 ,-0.87%,At Competition,GE,STOCK,Zip Required,RETAIL
68,046-363-WR57X10012,#N/A,#N/A,Dey Distributing,046363WR57X10012,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$6,013.28 ",0.00%,92,$74.25 ,$74.03 ,-0.30%,At Competition,GE,STOCK,Zip Required,RETAIL
69,046-363-WR57X10023,#N/A,#N/A,Part Wizard,046363WR57X10023,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,701.43 ",0.00%,104,$50.60 ,$49.91 ,-1.38%,At Competition,GE,STOCK,Zip Required,RETAIL
70,046-363-WR60X10257,#N/A,#N/A,AppliancePartsPros,046363WR60X10257,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,653.84 ",0.00%,49,$78.85 ,$78.81 ,-0.05%,At Competition,GE,OOS,Zip Required,RETAIL
71,046-363-WR60X10257,#N/A,#N/A,Dey Distributing,046363WR60X10257,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,653.84 ",0.00%,49,$78.91 ,$78.81 ,-0.13%,At Competition,GE,STOCK,Zip Required,RETAIL
72,046-363-WR60X190,#N/A,#N/A,Appliance Zone,046363WR60X190,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$5,153.80 ",0.00%,43,$122.57 ,$125.51 ,2.34%,At Competition,GE,STOCK,6.95,RETAIL
73,046-363-WR60X190,#N/A,#N/A,Dey Distributing,046363WR60X190,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$5,153.80 ",0.00%,43,$128.40 ,$125.51 ,-2.30%,At Competition,GE,STOCK,Zip Required,RETAIL
74,046-363-WR60X190,#N/A,#N/A,Part Wizard,046363WR60X190,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$5,153.80 ",0.00%,43,$128.40 ,$125.51 ,-2.30%,At Competition,GE,STOCK,Zip Required,RETAIL
75,046-363-WR71X10378,#N/A,#N/A,PC Appliance Repair,046363WR71X10378,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,587.92 ",0.00%,79,$60.60 ,$61.59 ,1.61%,At Competition,GE,STOCK,Zip Required,RETAIL
76,046-363-WR71X10869,#N/A,#N/A,AppliancePartsPros,046363WR71X10869,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,152.96 ",0.00%,54,$84.01 ,$85.79 ,2.07%,At Competition,GE,STOCK,Zip Required,RETAIL
77,046-363-WR72X206,#N/A,#N/A,Partselect,046363WR72X206,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$6,382.92 ",0.00%,289,$24.30 ,$24.12 ,-0.75%,At Competition,GE,STOCK,Zip Required,RETAIL
78,046-363-WR72X242,#N/A,#N/A,AppliancePartsPros,046363WR72X242,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,315.65 ",0.00%,191,$18.54 ,$19.01 ,2.47%,At Competition,GE,STOCK,Zip Required,RETAIL
79,046-363-WR84X10055,#N/A,#N/A,Partselect,046363WR84X10055,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,667.53 ",0.00%,40,$98.45 ,$96.81 ,-1.69%,At Competition,GE,STOCK,Zip Required,RETAIL
80,022-364-WB02X11013,#N/A,#N/A,Dey Distributing,022364WB02X11013,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,422.12 ",0.00%,34,$105.30 ,$107.09 ,1.67%,At Competition,GE,STOCK,Zip Required,RETAIL
81,022-364-WB02X11013,#N/A,#N/A,Partselect,022364WB02X11013,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,422.12 ",0.00%,34,$105.49 ,$107.09 ,1.49%,At Competition,GE,STOCK,Zip Required,RETAIL
82,022-364-WB07X10935,#N/A,#N/A,Partselect,022364WB07X10935,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$5,279.61 ",0.00%,72,$78.43 ,$79.93 ,1.88%,At Competition,GE,STOCK,Zip Required,RETAIL
83,022-364-WB23K5052,#N/A,#N/A,Dey Distributing,022364WB23K5052,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,266.91 ",0.00%,76,$61.65 ,$62.84 ,1.89%,At Competition,GE,STOCK,Zip Required,RETAIL
84,022-364-WB24T10119,#N/A,#N/A,eReplacement Parts,022364WB24T10119,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,938.87 ",0.00%,153,$28.84 ,$28.55 ,-1.02%,At Competition,GE,OOS,Zip Required,RETAIL
85,022-364-WB24T10119,#N/A,#N/A,Partselect,022364WB24T10119,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,938.87 ",0.00%,153,$28.84 ,$28.55 ,-1.02%,At Competition,GE,STOCK,Zip Required,RETAIL
86,022-364-WB27T10500,#N/A,#N/A,Partselect,022364WB27T10500,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,817.71 ",0.00%,28,$161.88 ,$164.03 ,1.31%,At Competition,GE,STOCK,Zip Required,RETAIL
87,022-364-WB30T10076,#N/A,#N/A,Dey Distributing,022364WB30T10076,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,363.86 ",0.00%,109,$43.20 ,$43.34 ,0.32%,At Competition,GE,STOCK,Zip Required,RETAIL
88,022-364-WB31K10035,#N/A,#N/A,Dey Distributing,022364WB31K10035,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,321.24 ",0.00%,39,$83.70 ,$83.91 ,0.25%,At Competition,GE,STOCK,Zip Required,RETAIL
89,022-364-WB56X10446,#N/A,#N/A,Dey Distributing,022364WB56X10446,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,376.65 ",0.00%,52,$72.00 ,$70.39 ,-2.29%,At Competition,GE,STOCK,Zip Required,RETAIL
90,022-364-WB62T10550,#N/A,#N/A,eReplacement Parts,022364WB62T10550,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$5,547.29 ",0.00%,15,$551.00 ,$561.79 ,1.92%,At Competition,GE,OOS,Zip Required,RETAIL
91,022-364-WB62T10550,#N/A,#N/A,Partselect,022364WB62T10550,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$5,547.29 ",0.00%,15,$551.00 ,$561.79 ,1.92%,At Competition,GE,STOCK,Zip Required,RETAIL
92,022-364-WB62T10726,#N/A,#N/A,Partselect,022364WB62T10726,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$4,697.42 ",0.00%,10,$485.43 ,$496.53 ,2.24%,At Competition,GE,STOCK,Zip Required,RETAIL
93,022-364-WB8K5042,#N/A,#N/A,Dey Distributing,022364WB8K5042,C. Top 5k - 10k,22,Large Kitchen Appliances,,"$3,939.71 ",0.00%,113,$37.13 ,$36.29 ,-2.31%,At Competition,GE,STOCK,Zip Required,RETAIL
94,026-363-WE04M10004,#N/A,#N/A,AppliancePartsPros,026363WE04M10004,C. Top 5k - 10k,26,Laundry Appliances,,"$3,892.65 ",0.00%,35,$129.79 ,$131.75 ,1.49%,At Competition,GE,STOCK,Zip Required,RETAIL
95,026-363-WE04M10004,#N/A,#N/A,eReplacement Parts,026363WE04M10004,C. Top 5k - 10k,26,Laundry Appliances,,"$3,892.65 ",0.00%,35,$134.71 ,$131.75 ,-2.25%,At Competition,GE,OOS,Zip Required,RETAIL
96,026-363-WE25X10028,#N/A,#N/A,Dey Distributing,026363WE25X10028,C. Top 5k - 10k,26,Laundry Appliances,,"$3,470.44 ",0.00%,46,$75.60 ,$76.65 ,1.37%,At Competition,GE,STOCK,Zip Required,RETAIL
97,026-363-WE4X739,#N/A,#N/A,Part Wizard,026363WE4X739,C. Top 5k - 10k,26,Laundry Appliances,,"$3,993.67 ",0.00%,61,$81.20 ,$83.15 ,2.35%,At Competition,GE,STOCK,Zip Required,RETAIL
98,026-363-WH12X10439,#N/A,#N/A,eReplacement Parts,026363WH12X10439,C. Top 5k - 10k,26,Laundry Appliances,,"$4,021.20 ",0.00%,39,$111.05 ,$112.49 ,1.28%,At Competition,GE,OOS,Zip Required,RETAIL
99,026-363-WH1X2721,#N/A,#N/A,Part Wizard,026363WH1X2721,C. Top 5k - 10k,26,Laundry Appliances,,"$3,196.79 ",0.00%,343,$10.75 ,$10.93 ,1.65%,At Competition,GE,STOCK,Zip Required,RETAIL
100,026-363-WH45X10027,#N/A,#N/A,Dey Distributing,026363WH45X10027,C. Top 5k - 10k,26,Laundry Appliances,,"$3,466.15 ",0.00%,65,$60.30 ,$61.05 ,1.23%,At Competition,GE,STOCK,Zip Required,RETAIL
101,042-363-WC03X10010,#N/A,#N/A,X Marketplace PartsAway,042363WC03X10010,C. Top 5k - 10k,42,Plumbing and Heating,,"$3,130.94 ",0.00%,497,$7.59 ,$7.74 ,1.94%,At Competition,GE,STOCK,Zip Required,RETAIL
102,046-363-WR17X11440,#N/A,#N/A,X Marketplace Virginia Service Supply,046363WR17X11440,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,211.64 ",0.00%,174,$26.99 ,$27.35 ,1.32%,At Competition,GE,STOCK,Zip Required,RETAIL
103,046-363-WR29X10098,#N/A,#N/A,AppliancePartsPros,046363WR29X10098,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,122.36 ",0.00%,19,$178.08 ,$179.10 ,0.57%,At Competition,GE,OOS,Zip Required,RETAIL
104,046-363-WR32X10762,#N/A,#N/A,Appliance Zone,046363WR32X10762,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$3,517.00 ",0.00%,25,$149.71 ,$146.13 ,-2.45%,At Competition,GE,STOCK,6.95,RETAIL
105,046-363-WR32X1221,#N/A,#N/A,eReplacement Parts,046363WR32X1221,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,206.63 ",0.00%,40,$110.41 ,$110.47 ,0.05%,At Competition,GE,OOS,Zip Required,RETAIL
106,046-363-WR32X1221,#N/A,#N/A,Partselect,046363WR32X1221,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,206.63 ",0.00%,40,$110.41 ,$110.47 ,0.05%,At Competition,GE,STOCK,Zip Required,RETAIL
107,046-363-WR51X443,#N/A,#N/A,Part Wizard,046363WR51X443,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$6,005.97 ",0.00%,69,$94.40 ,$93.51 ,-0.95%,At Competition,GE,STOCK,Zip Required,RETAIL
108,046-363-WR71X10607,#N/A,#N/A,Dey Distributing,046363WR71X10607,C. Top 5k - 10k,46,Refrigerators and Freezers,,"$4,029.99 ",0.00%,68,$58.73 ,$59.32 ,0.99%,At Competition,GE,STOCK,Zip Required,RETAIL
